"","Report.ID","Model","Lighting","Weather...Clear","Weather...Snow","Weather...Cloudy","Weather...Fog.Smoke","Weather...Rain","Weather...Severe.Wind","Weather...Unknown","Weather...Other","Weather...Other.Text","Highest.Injury.Severity.Alleged"
"820","30270-3636","Pacifica","Dark - Lighted"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"821","30270-3635","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"822","1306-3355","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"823","30412-3584","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"824","30412-3582","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"825","30412-3581","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"826","30412-3580","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"827","30270-3633","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"828","30270-3628","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"829","30270-3625","I-Pace","Daylight"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"830","30531-3626","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"831","30610-3508","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"832","30270-3595","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"833","12381-3557","Cascadia","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"834","30330-3561","CASCADIA","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"835","30531-3546","Pacifica","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"836","30270-3545","Pacifica","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"837","30330-3482","CASCADIA","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"838","12381-3438","Cascadia","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"839","30330-3482","CASCADIA","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"840","30531-3342","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"841","30270-3338","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"842","30531-3446","I-Pace","Daylight"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"843","30531-3445","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"844","12381-3438","Cascadia","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"845","502-3416","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"846","502-3413","Escape","Daylight"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"847","30270-3437","I-Pace","Daylight"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"848","30270-3435","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"849","30610-3215","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"850","30270-3324","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"851","30270-3323","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"852","30590-3431","RX 450h","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"853","30290-3347","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"854","30290-3346","Escape","Daylight"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"855","30610-3320","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"856","30531-3342","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"857","540-3283","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"858","30270-3338","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"859","30412-3281","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"860","30270-3324","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"861","30270-3323","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"862","30531-3256","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"863","30270-3255","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"864","502-18","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"865","540-3283","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"866","30412-3281","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"867","30531-3256","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"868","30270-3255","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"869","502-3140","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"870","30290-3135","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"871","30531-3227","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"872","30531-3226","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"873","30531-3225","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"874","30270-3221","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"875","30270-3220","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"876","30270-3219","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"877","10003-3210","LT625","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"878","502-2973","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"879","30410-3043","Ioniq 5","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"880","855-3183","S350D","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"881","855-3183","S350D","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"882","30290-3119","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"883","30711-3157","Kona EV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"884","30490-3168","","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"885","30413-3138","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"886","540-3085","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"887","30610-3158","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"888","30412-3084","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"889","540-3083","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"890","30412-3080","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"891","502-3140","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"892","30290-3135","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"893","540-2512","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"894","540-3123","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"895","30412-2476","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"896","30412-3073","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"897","30270-3057","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"898","30531-3064","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"899","30531-3065","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"900","30270-3056","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"901","30270-3055","I-PACE","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"902","540-3085","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"903","30412-3084","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"904","540-3083","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"905","30412-3080","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"906","30610-3072","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"907","30531-3065","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"908","30531-3064","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"909","30270-3057","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"910","30270-3056","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"911","30270-3055","I-PACE","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"912","30531-2902","579 Epiq","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"913","30270-2895","579 Epiq","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"914","30270-3011","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"915","30270-3010","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"916","30270-3009","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"917","30610-2913","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"918","502-2973","",""," "," "," ",NA," ",NA," "," ","",""
"919","30711-2862","Kona EV","Daylight"," "," ","Y",NA,"Y",NA," "," ","","No Injuries Reported"
"920","30370-2949","LT 625","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"921","540-2926","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"922","540-2927","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"923","540-2928","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"924","540-2907","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"925","540-2925","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"926","10003-2932","LT","Dark - Not Lighted"," "," "," ",NA," ",NA,"Y"," ","","Unknown"
"927","30412-2888","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"928","30412-2887","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"929","30412-2886","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"930","30412-2885","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"931","30412-2884","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"932","30531-2902","579 Epiq","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"933","30270-2895","579 Epiq","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"934","540-2827","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"935","30412-2823","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"936","30531-2822","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"937","30270-2818","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"938","30270-2793","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"939","540-2827","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"940","30412-2823","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"941","30531-2822","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"942","540-2706","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"943","30270-2743","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"944","30270-2818","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"945","30412-2654","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"946","30270-2793","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"947","30270-2657","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"948","30270-2775","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"949","30270-2774","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"950","30270-2773","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"951","30270-2646","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"952","502-2751","Fusion","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"953","30610-2651","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"954","30711-2666","Kona EV","Daylight"," "," ","Y",NA,"Y",NA," "," ","","No Injuries Reported"
"955","30290-2696","Fusion","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"956","30270-2743","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"957","273-2632","Grand Cherokee","Dark - Unknown Lighting","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"958","540-2706","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"959","30270-2609","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"960","30270-2610","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"961","30270-2657","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"962","30412-2654","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"963","30270-2646","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"964","273-2632","Grand Cherokee","Dark - Unknown Lighting","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"965","540-2594","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"966","30270-2605","I-Pace","Dark - Lighted"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"967","30270-2591","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","Unknown"
"968","30412-2593","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"969","540-2590","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","Serious"
"970","30412-2588","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","Serious"
"971","30270-2610","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"972","30270-2609","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"973","30610-2584","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"974","30270-2605","I-Pace","Dark - Lighted"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"975","540-2594","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"976","30412-2593","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"977","30270-2591","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","Unknown"
"978","540-2590","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","Serious"
"979","30412-2588","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","Serious"
"980","30610-2584","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"981","502-2479","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"982","855-2464","EQS 450 4Matic","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"983","30290-2481","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"984","30270-2465","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"985","30270-2556","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"986","30270-2555","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"987","30270-2554","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"988","30270-2553","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"989","30270-2552","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"990","30270-2551","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"991","502-2525","Fusion","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"992","30610-2482","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"993","540-2512","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"994","30290-2471","Fusion","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"995","30412-2476","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"996","502-2479","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"997","30290-2481","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"998","1712-2474","450 4matic","Unknown"," "," "," ",NA," ",NA,"Y"," ","","Minor"
"999","1712-2474","450 4matic","Unknown"," "," "," ",NA," ",NA,"Y"," ","","Minor"
"1000","30270-2465","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1001","855-2464","EQS 450 4Matic","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1002","30270-2359","579 Epiq","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1003","30270-2358","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1004","30270-2359","579 Epiq","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1005","30270-2358","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1006","30270-2323","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1007","30270-2329","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1008","30270-2328","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1009","30270-2327","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1010","30610-2245","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1011","540-2220","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1012","30412-2216","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1013","30270-2258","579 Epiq","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1014","30270-2248","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1015","30610-2227","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"1016","30270-2226","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1017","502-2178","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1018","30290-2180","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1019","540-2220","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1020","30412-2216","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1021","540-2177","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1022","30412-2173","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1023","30270-2206","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1024","30270-2198","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1025","30270-2197","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1026","30531-2161","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1027","502-2178","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1028","30290-2180","Escape","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1029","540-2177","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1030","30412-2173","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1031","30412-2173","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1032","30270-2168","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1033","30531-2161","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1034","30270-2160","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1035","30531-2156","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1036","30531-2155","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1037","30610-2151","Highlander","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1038","30270-2150","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1039","30270-2149","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1040","540-2100","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1041","540-2103","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1042","540-2101","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1043","540-2078","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"1044","30412-2020","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1045","30412-2019","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1046","30412-2018","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1047","30412-2017","AV","Dark - Lighted"," "," "," ",NA,"Y",NA," "," ","","No Injuries Reported"
"1048","30270-1983","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1049","30531-1984","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1050","30531-1984","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1051","30270-1949","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1052","30531-1943","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1053","30531-1942","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1054","30531-1941","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1055","30531-1940","Pacifica","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1056","30711-1759","Kona EV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1057","30270-1923","Pacifica","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1058","30270-1922","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1059","30270-1921","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1060","30270-1920","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1061","669-1762","Kona EV","Unknown"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"1062","30531-1821","I-Pace","Daylight"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"1063","30531-1796","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1064","30270-1872","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1065","30412-1870","Bolt","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1066","30270-1831","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1067","30270-1824","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"1068","30531-1821","I-Pace","Daylight"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"1069","30531-1782","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"1070","30270-1815","I-Pace","Daylight"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"1071","30270-1813","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"1072","30531-1796","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1073","30531-1795","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"1074","30270-1787","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"1075","30270-1786","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1076","30711-1759","Kona EV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1077","30531-1761","I-Pace","Dark - Lighted"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"1078","30531-1782","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"1079","669-1762","Kona EV","Unknown"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"1080","30270-1779","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1081","30270-1778","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"1082","30412-1674","Bolt","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1083","669-1762","Kona EV","Unknown"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"1084","30711-1759","Kona EV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1085","30531-1761","I-Pace","Dark - Lighted"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"1086","30270-1748","I-Pace","Dark - Lighted"," "," "," ",NA," ",NA,"Y"," ","","No Injuries Reported"
"1087","30270-1747","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1088","30531-1618","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1089","30531-1745","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1090","30531-1744","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1091","30531-1743","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
